Hotel_Name,City,  Price  ,Rating,Amenities
Novotel Grand Bengaluru,Bengaluru,687233.33,4.4,"Parking, Conference Hall, Breakfast, Spa, Pool, Wifi"
Hyatt Inn Goa,Goa,689434.33,4.5,"Parking, Airport Shuttle, Spa, Gym, Wifi, Pool, Restaurant"
Fortune Residency Mumbai,Mumbai,4175,3.9,"Airport Shuttle, Wifi, Spa, Conference Hall, Pool"
Taj Suites Jaipur,Jaipur,8101,4.1,"Restaurant, Airport Shuttle, Wifi, Gym, Conference Hall, Pool, Breakfast"
Vivanta Grand Chennai,Chennai,11399,4.2,"Parking, Bar, Wifi, Airport Shuttle, Restaurant"
Novotel Heights Chennai,Chennai,6549,4.6,"Spa, Airport Shuttle, Pool, Parking"
Radisson Blu Plaza Jaipur,Jaipur,13664,4.9,"Gym, Wifi, Pool, Breakfast, Spa, Bar"
Radisson Blu Palace Hyderabad,Hyderabad,16650,4.5,"Spa, Bar, Restaurant, Wifi"
Hyatt Royal Bengaluru,Bengaluru,4460,4.1,"Wifi, Breakfast, Airport Shuttle, Restaurant, Parking"
JW Marriott Grand Hyderabad,Hyderabad,6575,3.7,"Breakfast, Restaurant, Wifi, Airport Shuttle"
Grand Hyatt Elite Goa,Goa,15467,3.7,"Spa, Restaurant, Conference Hall, Bar, Breakfast, Pool, Wifi"
Holiday Inn Residency Hyderabad,Hyderabad,6607,4.8,"Airport Shuttle, Conference Hall, Parking, Breakfast, Restaurant, Spa, Pool"
Oberoi Elite Goa,Goa,8196,4,"Parking, Conference Hall, Gym, Wifi, Breakfast, Pool, Spa"
Westin Elite Bengaluru,Bengaluru,8514,4.2,"Gym, Wifi, Restaurant, Bar, Parking, Pool, Breakfast"
ITC Plaza Kolkata,Kolkata,5610,4.3,"Conference Hall, Gym, Parking, Breakfast, Spa, Bar, Wifi"
The Leela Grand Kolkata,Kolkata,3217,4.8,"Gym, Wifi, Spa, Conference Hall, Airport Shuttle"
Radisson Blu Palace Pune,Pune,11855,4.5,"Airport Shuttle, Conference Hall, Parking, Wifi, Gym, Pool, Bar"
Taj Heights Delhi,Delhi,17710,4.8,"Airport Shuttle, Wifi, Restaurant, Parking"
Fairmont Palace Hyderabad,Hyderabad,15994,4.4,"Pool, Parking, Breakfast, Airport Shuttle"
Ramada Grand Pune,Pune,14381,3.8,"Spa, Breakfast, Conference Hall, Parking, Restaurant, Pool, Airport Shuttle"
The Leela Resort Ahmedabad,Ahmedabad,13550,4.2,"Pool, Gym, Conference Hall, Parking, Spa, Bar, Airport Shuttle"
Hyatt Royal Kolkata,Kolkata,9758,4.9,"Conference Hall, Restaurant, Breakfast, Spa, Airport Shuttle, Bar"
Trident Suites Ahmedabad,Ahmedabad,11726,4.3,"Conference Hall, Parking, Restaurant, Spa, Bar, Airport Shuttle, Wifi"
The Orchid Royal Bengaluru,Bengaluru,2767,4.3,"Wifi, Parking, Spa, Pool, Gym, Breakfast"
Vivanta Elite Kolkata,Kolkata,11614,4.4,"Pool, Wifi, Airport Shuttle, Gym, Breakfast"
JW Marriott Resort Bengaluru,Bengaluru,17075,4.4,"Parking, Breakfast, Pool, Conference Hall, Spa"
Oberoi Grand Delhi,Delhi,14355,4,"Gym, Airport Shuttle, Pool, Parking, Restaurant, Breakfast, Wifi"
Oberoi Grand Chennai,Chennai,15281,3.6,"Restaurant, Bar, Conference Hall, Airport Shuttle, Wifi, Pool"
Shangri-La Plaza Mumbai,Mumbai,3386,4,"Restaurant, Conference Hall, Gym, Airport Shuttle"
